feature,ic,ic_pvalue,hit_rate,n_samples,domain,ic_qvalue,is_significant,abs_ic,horizon_bars,horizon_label
M_V_sharpe_42_rat_N,0.0023553454001544417,0.8628201647707019,0.49108469539375926,5396,Volatility,0.9804422209982994,False,0.0023553454001544417,12,96h
M_P_D_markReturnDiff_pct_N,-0.0021884149474311735,0.8719753587575294,0.4582488479262673,5437,Momentum,0.9804422209982994,False,0.0021884149474311735,12,96h
L_M_N_volumeRoc_6_pct_N,-0.002123986914967721,0.8757702265020018,0.4940959409594096,5432,Volume,0.9804422209982994,False,0.002123986914967721,12,96h
L_M_N_S_oiRoc_3_pct_N,0.001951294681228036,0.8857671074507626,0.504886594136087,5435,OpenInterest,0.9804422209982994,False,0.001951294681228036,12,96h
M_P_roc_6_pct_N,0.0017920858686694442,0.8950600663919502,0.49206642066420664,5432,Momentum,0.9804422209982994,False,0.0017920858686694442,12,96h
M_P_logReturn_pct_N,0.001756659588257017,0.8970756911804327,0.49972350230414747,5437,Momentum,0.9804422209982994,False,0.001756659588257017,12,96h
V_returnStd_12_pct_N,-0.0017342270837684612,0.898485422035649,0.518470631695604,5426,Volatility,0.9804422209982994,False,0.0017342270837684612,12,96h
L_N_S_oiRatio_6_rat_N,-0.0015722590545487055,0.9078627363091621,0.5190924183729939,5433,OpenInterest,0.9804422209982994,False,0.0015722590545487055,12,96h
M_P_V_momAtr_3_rat_N,0.0015609468386019434,0.9085059242414882,0.48884381338742394,5435,Momentum,0.9804422209982994,False,0.0015609468386019434,12,96h
L_N_volumeRatio_6_rat_N,0.00137928800479049,0.9191296847597057,0.5190924183729939,5433,Volume,0.9804422209982994,False,0.00137928800479049,12,96h
L_V_amihudIlliquidity_63_rat_N,-0.0013724412830728424,0.9199601372333348,0.5202312138728323,5375,Volatility,0.9804422209982994,False,0.0013724412830728424,12,96h
L_M_S_mfi_21_bnd_N,-0.0012914957527551305,0.9243656942726063,0.5181280059193488,5418,Volume,0.9804422209982994,False,0.0012914957527551305,12,96h
F_TM_fundingCyclePosition_bin,-0.0011741031879170037,0.9310958449577311,0.3438997419830446,5438,Other,0.9804422209982994,False,0.0011741031879170037,12,96h
N_V_atrPercentile_42_rnk_N,-0.0010964290691060702,0.9358931648632863,0.5187592867756315,5396,Volatility,0.9804422209982994,False,0.0010964290691060702,12,96h
D_markIndexSpread_pct_N,0.0009793239729694282,0.9425050097734433,0.4553999262808699,5438,Other,0.9804422209982994,False,0.0009793239729694282,12,96h
M_P_L_vwapReturn_pct_N,-0.0008615361517234159,0.9494149502875286,0.49474654377880184,5437,Momentum,0.9804422209982994,False,0.0008615361517234159,12,96h
L_V_amihudIlliquidity_21_rat_N,0.0007541631331065617,0.9557940789576165,0.5182238667900092,5417,Volatility,0.9804422209982994,False,0.0007541631331065617,12,96h
L_V_amihudIlliquidity_12_rat_N,0.0007360799101814076,0.9568171072393041,0.518470631695604,5426,Volatility,0.9804422209982994,False,0.0007360799101814076,12,96h
M_N_rsi_6_bnd_N,0.0006071669644283536,0.9646351846306915,0.5143392689784443,5347,Oscillator,0.9823892064337103,False,0.0006071669644283536,12,96h
L_M_N_volumeRoc_3_pct_N,0.00037605563031500004,0.977912001447256,0.5037801954637654,5435,Volume,0.9881271752831835,False,0.00037605563031500004,12,96h
L_N_volumeRatio_21_rat_N,0.0003039469000327891,0.9821746019381041,0.5181280059193488,5418,Volume,0.9881271752831835,False,0.0003039469000327891,12,96h
L_N_volumeRatio_12_rat_N,-0.00015970536012173924,0.9906254912241459,0.5185595567867036,5427,Volume,0.9906254912241458,False,0.00015970536012173924,12,96h
